id,context,question,answer0,answer1,answer2,answer3,label
32K26U12DP2V3F4II1Z6A56UYGKVD1##3OJSZ2ATDVB1BWMNBZK9VZYOOFL57R##A2KYOM2ZGYDJGT##Blog_30751##q1_a1##322ZSN9Z5IY3QRH0KVYY6JO3PYQ4TT,"Then you have the media . A lot of people bring this stuff up and have been trying to prove this for years . No one listens because there are too many people reliant on media and who do n't feel that there 's anything bad about it . But if one with a conscience had any brain about them ... watching any of these TV shows , movies or videogames , you would definietly remove them from your children 's presence .",Why do people believe there 's nothing wrong with the media ?,They 've been conditioned to think that way .,Because no one listens to it .,Because people have a conscience and a brain .,Because people remove media from their children 's presence .,0
36818Z1KV5RDTZZNEH2Y1965MEV3AH##39ZSFO5CABBBG6D4D9HE61VDFANJU6##A2CMYWI1J292YJ##Blog_724768##q1_a2##3PA41K45VPI2HM6C5CNL4L7GR0AP7E,He too though was enthusiastic about everything I suggested and could make a good impact if he continues to get support . The volunteer teachers were a bit of a different matter and I had to keep constantly reminding myself that they have no training and are paid barely anything . The standard of english of the teacher in St3 was very poor and certainly her teaching of english was barely worth doing as the children would be no further forward at the end of St3 as they had been at the start . This I just found very upsetting for the children as they were so desperate to learn and for the fact that from St5 they are supposed to be solely taught in english which they would not be ready for .,What kind of children am I talking about ?,Children who are upset about volunteer teachers .,None of the above choices .,Children whose parents have no training .,Children whose mother tongue is not English .,3
3D1TUISJWIYX4MWXLRECDIWGKTAIUB##33SA9F9TRYS125HAAB9OZBF9S4OEWL##A33PQXKQHFVF3V##Blog_685446##q1_a1##33BFF6QPI3PA0C2QFMYQJY3WFV43WV,Grandma and Grandpa have been home with Jesus their Savior many years now . I do not know of one place on this earth that makes me feel like that young granddaughter did every summer on Norwegian Hill . Sometimes I weep missing that place .,"What does it mean that "" grandma and grandpa have been home with Jesus "" ?",It is just a phrase that means that Grandma and Grandpa are back at home .,This means that Grandma and Grandpa have passed on .,This means that Grandma and Grandpa are literally at home with Jesus .,None of the above choices .,1
3VJ4PFXFJ35IY4DZ93MZWK8X77PAUR##3GGAI1SQEWWQ0V3IAIX60PDF7VWMCG##AO33H4GL9KZX9##Blog_129230##q1_a1##3OEWW2KGQLP0DVVLHPDSFDCM3XODO3,"I do love TGI Fridays , though . They made Kathy stand on a chair like usual and yell that it was her birthday , haha . I chatted to Dave about 1984 for a while . Staffage there are so niiice and friendly . Actually , getting there was awful . I ' m not well - practiced at getting the bus by myself .",What can be concluded about my transportation habits ?,I must be used to using a public transportation .,None of the above choices .,I must be new to using a public transportation .,I must be good at using a public transportation .,2
3SBNLSTU6U3XIAALZ0C93DVIU6HDZT##37ZHEEHM6XKJ2S0CDJKGO4CV8OH379##A394JO4NEPCY3M##Blog_961758##q1_a2##3N2YPY1GI8C0VLIIEWAQGNOFZBSEVN,"So lets keep those coming ! I have been spending most of my time watching the amazing Olympics in Beijing . I also have a new "" side "" project blog you all may want to take a look at ... The White Rabbit Cult ! It 's a fun site with lots of crazy pictures I have found .",What is probably true about the narrator ?,They are not a fan of the Olympics,They are an active blogger,They do not like blogs,They do not go online often,1
3IYI9285WSYXD3Z3HIECVDPAQZHJCL##3KV0LJBBH3JU6XS1SFN1PKC18F0MRQ##AO33H4GL9KZX9##Blog_1147823##q1_a1##3JU8CV4BRNQ92SYBMY4NF7TBHKTPO3,"She 's been alive this entire time ! "" ---I'm not sure where I was in this one ... A vague , generic room . Zoe appeared , and I pet her and hugged her , and she purred . I started to cry , because I suddenly realized I was dreaming .",Why might I have pet and hugged Zoe ?,"Because I knew Zoe was alive , and it was alive the whole time .","Because I thought Zoe was alive , but it was dead the whole time .","Because I thought Zoe was dead , but it was alive the whole time .","Because I thought Zoe was dead , and it was dead the whole time .",2
3D17ECOUOET25MNGY0X5YAPUQAG13N##3SUWZRL0MZB38Q24JTWK1HGW3L96ER##AJ7NSZOAFP05U##Blog_1211187##q1_a1##3Z8UJEJOC1RZOGPIMBOY5EVLHUP93H,"Does anyone have a link to that video showing off the old Marauder mutation animation ? It was the slower animation that showed his arm bubbling out into a giant mass and then finally materializing into the mutation . It 's different than the animation that has been in the game recently up to and including the preview weekend , so I ' m not looking for the one that is currently in the game ( just the purple cloud animation around the arm ) . I was n't sure if I saw it linked here or on another forum , but , regardless , I forgot to bookmark it .",What may be some traits of the old Marauder mutation animation ?,It did n't focus on limbs changing .,None of the above choices .,It focused on limbs changing .,It is currently in the game .,2
3I7KR83SNABQQPYINJ4XU2OFZEP9KQ##30BXRYBRP5VDMF8C0CHUKECMKX1HWF##A2KYOM2ZGYDJGT##Blog_948802##q1_a1##3W9XHF7WGM9O4T635NLED0DZMPCTKE,"Ca n't believe every station it is under $ 4.00 ! ! ! ! ! I miss Canada , the train ride was loooong , but beautiful . My family and I picked up the Amtrack train at Washington DC at 3 am in the morning , do n't ask , the Canadian travel packages has the trains leaving in all odd time of the day . Yet , it does n't matter because I was able to see the beautiful Adirondacks and Lake Champagne .",Why ca n't the writer believe that it 's under $ 4.00 at every station ?,Because they miss Canada .,Because the train ride was beautiful .,None of the above choices .,Because the train ride was looong .,2
3EAWOID6MTVMA64HMRZB30Y3C07V0B##3R8YZBNQ9IGB9T6EBUWC1C56HK47QW##A2KYOM2ZGYDJGT##Blog_1414590##q1_a1##3VO4XFFP170NHY7R5P2A4QXQWVXQ75,"When I was born my Mother was n't too happy because she wanted a girl , ( she had three boys already ) so she was n't too interested in naming me anything at all . Sooo my Dad was visiting her in the hospital and was asking her what they should name me . At that time there was a popular brand of chocolate bar that my mother especially loved .",What 's a possible reason there was a popular brand of chocolate bar that the writer 's mother especially loved ?,Because she had three boys .,Because she loves chocolate .,None of the above choices .,Because she was n't interested in names .,1
3XEIP58NL21VABXKWFMXEORVWLNZLN##3NPI0JQDARKS241D8HWOY1VN8VGPTI##A2KYOM2ZGYDJGT##Blog_517214##q1_a1##34ZTTGSNJZ2KAND3IYOMV3MKA5HHQ0,"Normally , I write my posts from within my google - docs account and then have it automatically uploaded from there to the wordpress server . For some reason , that has stopped happening and I ' m not sure if I will be able to get it back up and running . So now , I ' m writing from directly within the wordpress site . Anyway , I am also writing from the very comfort of my couch .",why am I writing directly into the wordpress ?,because it stopped uploading automatically,because my couch was comfortable,None of the above choices .,because ill be able to get it back,0
30QQTY5GMMYF9RE8MYMFERUFZCA7UQ##3ZOTGHDK5LQ924CX4HEJZWUBWHISOB##AO33H4GL9KZX9##Blog_111385##q1_a1##3SX4X51T82N2FOS9XFMQPC4GI7KAOH,"Oooh , and after giving Bill so much crap on the Seattle Century ride , I should probably get a chain tool ;) The weather is supposed to be great this weekend for the ride , not too hot , not too cold and maybe some light showers late on Sunday about the time we 'll be finishing and will be hot and tired . I ' ve really kicked butt at work this week , and gotten a LOT accomplished . Due to the nature of my work , I can never be "" caught up "" , but my chaos is under control and that 's a good thing .",How might I feel about being rained on after the ride ?,I might not be looking forward to it since I 'll be hot and tired .,I might be looking forward to it since I 'll be cold and wet .,I might not be looking forward to it since I 'll be cold and wet .,I might be looking forward to it since I 'll be hot and tired .,3
3THR0FZ95PR4HIK6A8ZG6SWJJ45LOQ##35K3O9HUACBZRJVFKMZOVNT9W0SEFE##AO33H4GL9KZX9##Blog_1559206##q1_a1##3XUY87HIVRSFHMGMH2XI6ZABHIHMM9,"I met soon to be stars and of course good looking guys . The models were pretty too . I had to sing altogether 6 songs ! ! ! And I also had to do poses , video , and dance .","What might I have done today that I had to sing , pose , and dance ?",None of the above choices .,I might have shot an art video .,I might have shot a comedy video .,I might have shot a music video .,3
3G4VVJO6P1UQC1DWO6CU8QC2XIYPK4##3LEIZ60CDME3WTU5XKP9YZWPOZBZ9S##AJ7NSZOAFP05U##Blog_151485##q1_a1##3PIOQ99R7004CC6V2534AOG5Z1QNUC,Our professor is semi - retired and very nice which is reflected in his grading scale . His 10 page syllabus scared me at first but he 's just precise . I bet he gets really serious when it comes down to it but he makes class fun .,What may be true about your professor ?,"He does n't take teaching seriously , but it is entertaining .",My professor is fully retired .,He takes teaching earnestly while also making it entertaining .,He has a precise grading scale .,2
3FVBZG9CLJCHS59XH2I7OZ7U4IS0HG##3DQQ64TANHJ5ZW60JPPZTNED54TPW5##AJ7NSZOAFP05U##Blog_1295846##q1_a2##3UY4PIS8QTZO3FFX0HTKZMB8OWL1N3,"He had turned and caught her staring , of course , and Wendy had frowned and looked down at her work , trying to blink away the tight feeling in her stomach . Hodges is not attractive , at least not the way Wendy is . She 's a Vegas girl , born and bred , and she 's been aware of her looks since she was old enough to notice that boys tended to talk to any part of her body besides her face . She 's used to absurdly good - looking men hitting on her in bars , at the gym , even in the field on the rare occasion she manages to leave the lab . Pretty men with shampoo commercial hair and bleached white smiles .",What may have been the reason for Wendy 's discomfort ?,She was in a situation that was n't familiar to her .,She was getting tried of the Vegas situation that is way too familiar to her .,None of the above choices .,Hodges was checking her out .,0
3QGTX7BCHRGH8MUZ4S6QXZVZB495ZC##39ASUFLU60MVMUL74DHATSHP8GYEXU##A3GVXFBYAU9HP##Blog_921219##q1_a1##3VO4XFFP170NHY7R5P2A4QXRXGU7QS,"Hello dears . :) I just wanted to give you guys a quick update on why I ' ve been MIA . First thing 's first , I was pretty much MIA last week because I had to prep for my boyfriend 's company party . It was their company party commemorating their 15 year anniversary and it was held up north in nor - cal .",Why was I preparing for my boyfriend 's company party for so long that it kept me MIA for a whole week ?,I had to consult with the company to impress my boyfriend 's bosses .,I had to pack and travel to the party location in northern California .,I had to pack and move to the party location in northern California .,I had to pack and travel to the party location in northern Colorado .,1
32TMVRKDGPCKS7PCHXN3FNSGA5R84X##38YMOXR4MXECKFN2OQ2QFLB5D3P6WY##AJ7NSZOAFP05U##Blog_1297066##q1_a1##3HRWUH63QWGNRXGG14VW2COP0C05NZ,"I guess I should be happy that I ' m able to have this choice . I spent a long time with only an SVT/810 , and I got it back when they were cheap and nobody wanted them . So at least I have that going for me now . But common sense tells me that the big rig is wasted in a band where I can use a B-15 and have headroom ;) , and even though it does n't sound quite the same , the combo does the job and does it great .",What may be true about the SVT/810 ?,Everybody wants them as they 're desirable .,They are the best on the market .,It 's a big rig and it 's the biggest one out there .,They 're viewed as undesirable .,3
33CLA8O0MI9LE32QGPDM5AW4XT2RFV##39PAAFCODNYQCZZ2AWTNCVWWMRBTVO##AO33H4GL9KZX9##Blog_1254516##q1_a1##3I7SHAD35OAWWJ9ZDWVTNHDLMQ7M7D,"As time passed , I could n't seem to do the things other people did . See there is this whole supernatural component , feeling like God 's "" talking "" to you , etc . I do n't doubt this happens to others , by the way . It just never happened to me .",What must I believe about the supernatural things people did ?,None of the above choices .,I might feel that it is needed for me not to believe in God .,I might feel that it is needed for me to believe in God .,I might feel that it is not needed for me to believe in God .,2
